input	target
Chinese Simplified GB18030	Chinese Simplified GB18030
Àwọn oníṣẹ́-ọ̀nà tẹ́lẹ̀	Past developers
Àwọn oníṣẹ́-ọ̀nà tẹ́lẹ̀	Past developers
Àwọn Irinṣẹ́ Ètò Kọ̀ǹpútà	System Tools
Á Parí Iṣẹ́ Ní	Expires On
Áíkànnù àṣẹ tí a fẹ́ rọ́ọ̀nù.	The icon of the command to be run.
Atọ́nà s kò ṣeé kọ	Directory s is not writable
Gbé Àwọn Àmì-ìwé Jáde	Export Bookmarks…
Ipa àkóónú àtòjọ-ẹ̀yàn	Menu content path
Má pín àwọn fèrèsé rárá	Never group windows
CyrillicRussian IBM-866	CyrillicRussian IBM-866
a d b Y	b d Y
A kò lè gbé àwọn àmì-ìwé tí a gbé láti inú s wọlé nítorí pé fáìlì náà ti bàjẹ́ tàbí kó jẹ̀ irúfẹ́ tí kò ní àtìlẹ́yìn.	The bookmarks from s could not be imported because the file is corrupted or of an unsupported type.
Fún JavaScript lágbára iṣẹ́	Enable JavaScript
Á̀mì-àṣírí Òǹlò	Master password needed
Dídí àwọ̀ ẹ̀yìn	Background color opacity
Tó bá jẹ́ òótọ́,fi àwọn nọ́ńbà ọ̀sẹ̀ inú kàlẹ́ńdà hàn.	If true,show the temperature next to the weather icon.
Korean EUC-KR	Korean EUC-KR
Fi àká-àtòjọ-ẹ̀yàn pamọ́ nípa ìpéwọ̀n	Hide menubar by default
Má Gbàá Padà	Don't Recover
Lo sítàì-ṣiìtì àkànṣe	Use custom stylesheet
Fi gbogbo àwọn àkọlé hàn	Show all topics
Lòó gẹ́gẹ́ bíi ẹ̀yìn ojú-iṣẹ́ s	Use as desktop background s
Aṣàfilọ́lẹ̀ Ìṣàmúlò-ètò Àkànṣe	Custom Application Launcher
Àtòjọ àwọn ID pánẹ́ẹ̀lì.ID kọ̀ọ̀kan ló n tọ́ka sí pánẹ́ẹ̀lì ìpele-òkè kọ̀ọ̀kan.A fi àwọnà̀àtò̀ fún àwọn pánẹ́ẹ̀lì kọ̀ọ̀kan pamọ́ sínú appspaneltoplevels id.	A list of panel IDs.Each ID identifies an individual toplevel panel.The settings for each of these panels are stored in appspaneltoplevels id.
Fi Àwòrán Pamọ́ Gẹ́gẹ́ bíiFrench Francelanguage	Save Image As
Ṣàfikún Àtòjọ-ètò Fún Ìbẹ̀rẹ̀	Add Startup Program
Àwon àgbéwọlé	Downloads Bar
Àwọn workaround fún àwọn ìṣàmúlò-ètò tó dàrú kò ṣiṣẹ́.Ọ̀pọ̀lọpọ̀ àwọn ìṣàmúlò-ètò kò hùwà dáadáa.	Workarounds for broken applications disabled.Some applications may not behave properly.
Fún àwọn ìtalólobó-irinṣẹ́ lágbára	Unable to mount s
Àwọn àmì-ìwé Epiphany	Epiphany bookmarks
Turkish Windows-1254	Turkish Windows-1254
Ṣẹ̀dà Àdírẹ̀sì	Copy Address
Àwọn Ibi AlátagbàDesktop FolderDesktop Folder	Network Places
Central European ISO-8859-2	Central European ISO-8859-2
Kò lè wá atọ́nà ilé kò sí àgbékalẹ̀ rẹ̀ ní etcpasswd kò sí oye fún HOME ní àyíká	not set in etcpasswd and no value for HOME in environment
Kò lè ṣẹ̀dà lórí fáìlì tó wà nílẹ̀s	Cannot overwrite existing file s
Gbé àwọn àmì-ìwé lọ sínú fáìlì	Export bookmarks to a file
Fi pamọ́ Lórúkọ	Save As…
Ìtàn ẹ̀yìn	Search history
Western MacRoman	Western MacRoman
Ìwọ̀n àtòjọ fèrèsé tó kéré jù	Minimum window list size
Fi déètì hàn nínú aago	Show date in clock
Gbé lórí Àká-irinṣẹ́	Move on Toolbar
Ṣẹ̀dà Àdírẹ̀sì Àwòrán	Copy Image Address
Fátìrì fún àwọn ápúlẹ́ẹ̀tì ajẹmọ́ ìtọpa fèrèsé	Factory for the window navigation related applets
Fi àwọn àbùdá fún àmì-ìwé yìí hàn	Show properties for this bookmark
Yí àwòrán po lórí àwọn pánẹ́ẹ̀lì òòró	Rotate image on vertical panels
Gbé àwọn fèrèsé lọ sí ààyè-iṣẹ́ lọ́wọ́lọ́wọ́ tí a kò bá fẹ̀ẹ́lójú mọ́	Move windows to current workspace when unminimized
Ìyítumọ Àyọkà	Text Encoding
Ko eko si i lori GNOME	Learn more about GNOME
a d b Y	b d Y
Tún ìwọ̀n àyọkà náà ṣe	Adjust the text size
Lọ sí ojú-ìwé tó gbẹ̀yìn	Go to the last page
Lẹ agbàròyìn dúró	Paste clipboard
Chinese Traditional EUC-TW	Chinese Traditional EUC-TW
Gbagbára iṣẹ́ gbogbo ìròyìn ajẹmọ́tàn nípa gbígbára ìtọpa ìlọsẹ́yìn àti iwájú.Kó má́ fàyè gba onísọ̀rọ̀gbèsì ìtàn kó sí fi àtòjọ àwọn àmì-ìwé tó lò jù pamọ́.	Disable all historical information by disabling back and forward navigation,not allowing the history dialog and hiding the most used bookmarks list.
Yan àmì-àṣírí.	Remember passwords
Tí A Bẹ̀wò Jù	Most Visited
Ṣàfikún àmì-ìwé	Add a bookmark
Aṣàyàn Fèrèsé	Window Selector
Vietnamese VPS	Vietnamese VPS
Yẹ Fátìrì Ápúlẹ́ẹ̀tì Bonobo Wo	Test DBus Applet Factory
A kò pèsè URI fún fáìlì ojú-iṣẹ́ aṣàfilọ́lẹ̀ pánẹ́ẹ̀lì	No URI provided for panel launcher desktop file
Wá ìṣẹ̀lẹ̀ ìwádìí fọ́nrán tókàn	Find next occurrence of the search string
Kò lè ṣàfihàn àkọsílẹ̀ ìrànwọ́	Could not display help document
Mú àwọn bọ́tìnì ìpamọ́ ṣiṣẹ́	Enable hide buttons
Kò lè ṣí àkọsílẹ̀ tí a lò tán láìpẹ́	Could not open recently used document s
lM p	lM p
A,B d Y	A B d s
Fún Java lágbára iṣẹ́	Enable WebGL
Àṣe Fún Ìbẹ̀rẹ̀	Select Command
Wá ìṣẹ̀lẹ̀ ìwádìí fọ́nrán tilẹ̀	Find previous occurrence of the search string
Pa dúrọ́wà yìí je	Delete this drawer
ìbéèrè dá ọ̀tọ̀ padàs	query returned exception s
Fún Java lágbára iṣẹ́	Enable WebAudio
Tó bá jẹ́ òótọ́,pánẹ́ẹ̀lì náà á gba gbogbo ìfẹ̀sí ojú kọ̀ǹpútà náà ìgasí tí o bá jẹ́ pánẹ́ẹ̀lì olóòró.Nínú móòdù yìí,pánẹ́ẹ̀lì a kàn lè gbé pánẹ́ẹ̀lì sígun ojú kọ̀ǹpútà ni.Tó bá jẹ́ irọ́,pánẹ́ẹ̀lì náà á kàn tóbi láti gba gbogbo àwọn ápúlẹ́ẹ̀tì náà,àwọn aṣàfilọ́lẹ̀ àti àwọn bọ́tìnì lórí pánẹ́ẹ̀lì náà.	If true,the panel will occupy the entire screen width height if this is a vertical panel.In this mode the panel can only be placed at a screen edge.If false,the panel will only be large enough to accommodate the applets,launchers and buttons on the panel.
Lo àwọn àwọ̀ rẹ	Use own colors
Lo àkókò Ítánẹ́ẹ̀tì	Use Internet time
Kò lè ṣàfihàn àkọsílẹ̀ ìrànwọ́	Could not display help document
Ṣàfihàn àwọn orúkọ ààyè-iṣẹ́	Display workspace names
Ìròyìn ojú-ìwé tí a fihàn nínú òye ìtàn náà	The page information shown in the history view
Ààyè fọ́nrán	Disk space
Àwọn Irinṣẹ́ Ètò Kọ̀ǹpútà	System Tools
Àwọn Àbùdá Aṣàfilọ́lẹ̀	Launcher Properties
Pánẹ́ẹ̀lì Ìléfòó Ọ̀tún	Right Floating Panel
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Shutdown Anyway
Korean JOHAB	Korean JOHAB
Tó bá jẹ́ òótọ́,a óò yí àwòrán ẹ̀yìn po tí pánẹ́ẹ̀lì náà bá jẹ́ olóòró.	If true,the background image will be rotated when the panel is oriented vertically.
Àkọ́lé ojú-ìwé	Page title
Kí fáìlì sáà náà	Load the given session file
Japanese Shift-JIS	Japanese Shift-JIS
Ṣí fáìlì	Open a file
Pánẹ́ẹ̀lì náà bá ìṣòro pàdé nígbà tó ń ki s.	The panel encountered a problem while loading s.
Ṣẹ̀dá Àṣàfilọ́lẹ̀	Create Launcher
Ọ̀pọ̀ àwọn àbùdá yìí lati tì sí sàlẹ̀	Some of these properties are locked down
Yan èdè kan	Choose a language
Ìgúnrégé àkànṣẹ́ fún aago	Custom format of the clock
Àmúwọlé Àdírẹ̀sì	Address Entry
Fi gbogbo àwọn ààyè-iṣẹ́ hàn	Show all workspaces in
Pa líǹkì ìtàn tí a yàn jẹ	Delete the selected history link
Ojú kọ̀ǹpútà d tí a ̀ṣàfihàn s ti ní alábòójútó fèrèsé tẹ́lẹ̀	Screen d on display s already has a window manager
Ààyè Aṣàfilọ́lẹ̀	Launcher location
Yọ Táàbù	Detach Tab
UnknownMonitor vendor	Hundreds of people have contributed code to GNOME since it was started in 1997 many more have contributed in other important ways,including translations,documentation,and quality assurance.
Olótùú Àtòjọ-ẹ̀yàn	Menu Editor
Àwọn Sáà	New Session
Tí o bá tún nǹkan pánẹ́ẹ̀lì kì,yóò ṣàfikún ara rẹ̀ padà sípánẹ́ẹ̀lì náà.	If you reload a panel object,it will automatically be added back to the panel.
Àwọn ojú-ìwé wẹ́ẹ̀bù	Web pages
Fẹ àtòjọ àtòjọ-ètò inú onísọ̀rọ̀gbèsì Rọ́ọ̀nù Ìṣàmúlò-ètò	Expand program list in Run Application dialog
Yẹ ohun-èlò ápúlẹ́ẹ̀tì wò	Test applet utility
Nígbà tí a bá ti pa dórọ́wà jẹ,àti dúrọ́wà àti àwọn ààtò rẹ̀ máa sọnù.	When a drawer is deleted,the drawer and its settings are lost.
Sún láàrin àwọn ààyè-iṣẹ́	Switch between workspaces
Turkish ISO-8859-9	Turkish ISO-8859-9
Ojú kọ̀ǹpútà X níbi tí a ti ṣàfihàn pánẹ́ẹ̀lì náà	X screen where the panel is displayed
Gbékalẹ̀ sí Ojú-ìwé Lọ́wọ́lọ́wọ́	Set to Current Page
Gbé Àwọn Àmì-ìwé Wọlé	Import Bookmarks…
Fàyè gba àwọn ìtasókè	Allow popups
Central European Windows-1250	Central European Windows-1250
Orísun Ojú-ìwé	Page Source
Ń Bẹ̀rẹ̀	Starting s
Lo ìyítumọ̀ tí àkọsílẹ̀ náà sọ ní pàtó	Use the encoding specified by the document
Pánẹ́ẹ̀lì Igun Òkè	Top Edge Panel
Wáròyìn ní ojú kọ̀ǹpútà kíkún	Press s to exit fullscreen
Tó bá jẹ́ ò̀ótọ́,a óò gbé àwọn atọ́ka-árò sórí àwọn bọ́tìnì ìpamọ́.Bọ́tìnì yìíkàn wúlò tí àwọn bọ́tìnìtí a fún lágbára bá jẹ́ òótọ́.	If true,arrows will be placed on the hide buttons.This key is only relevant if the enablebuttons key is true.
kò sí orúkọ	No name
Jẹ́ kí àwọn ojú-ìwé wẹ́ẹ̀bù sọ ní pàtó àwon àwọ̀ wọn	Let web pages specify their own colors
Yan wúnrẹ̀nkan láti fikún pánẹ́ẹ̀lì	Find an item to add to the panel
Pa àtòjọ Àwọn Àkọsílẹ̀ Àìpẹ́ Rẹ́	Clear the Recent Documents list
Yí àwòrán po lórí àwọn pánẹ́ẹ̀lì òòró	Rotate image on vertical panels
Táàbù Tuntun	New Tab
Fáìlì tó ń jẹ́ orúkọ yìí ti wà nílẹ̀ tẹ́lẹ̀,o kò sì ní ìyànda láti ṣẹ̀dà le lórí.	A file with this name already exists and you don't have permission to overwrite it.
Fi lẹ́tà kọ̀ǹpútà ránṣẹ́ sí àdírẹ̀sì s	Send email to address s
Ìlò bọ́tìnì yìí nínú GNOME 2.6 ti kúrò láṣà.fún 'ìgúnrégé' bọ́tìnì.A tọ́jú ìtọsẹ̀ náà fún ìbámu pẹ̀lú àwọn ẹ̀yà tó ti pẹ́.	The use of this key was deprecated in GNOME 2.28 in favour of the use of timezones.The schema is retained for compatibility with older versions.
Tó bá jẹ́ òótọ́,ìfipamọ́ àti àìfipamọ́ pánẹ́ẹ̀lì yìí á jẹ́ ìṣàfarawé kọ̀ǹpútà.ní èyí tí kò bá fi ṣẹlẹ̀ lẹ́sẹ̀kẹsẹ̀.	If true,hiding and un-hiding of this panel will be animated rather than happening instantly.
Ìbẹrẹ s	Starting s
Japanese ISO-2022-JP	Japanese ISO-2022-JP
Irúfẹ́ ẹ̀yìn wo la ó lò fún pánẹ́ẹ̀lì yìí.Àwọn fálù tó lè jẹ́ ni gtk - a óò lo ẹ̀yìn wíjẹ́ẹ̀tì ìpéwọ̀n GTK,àwọ̀ a óò lo bọ́tìnì àwọ̀ gẹ́gẹ́ bíi àwọ̀ ẹ̀yìn tàbí àwòrán - àwòrán tí bọ́tìnì àwòrán sọ la ó lò gẹ́gẹ́ bíi ẹ̀yìn.	Which type of background should be used for this panel.Possible values are none - the default GTK widget background will be used,color - the color key will be used as background color or image - the image specified by the image key will be used as background.
Ṣàfikún Àtòjọ-ètò Fún Ìbẹ̀rẹ̀	Add Startup Program
Yan àmì-àṣírí.	Saved passwords
Ti fèrèsé àwọn àmì-ìwé	Close the bookmarks window
Fẹ àtòjọ àtòjọ-ètò inú onísọ̀rọ̀gbèsì Rọ́ọ̀nù Ìṣàmúlò-ètò	Expand program list in Run Application dialog
Pánẹ́ẹ̀lì Àárín Ìsàlẹ̀	Bottom Centered Panel
Ìdẹsẹ̀dúró fún férémù kọ̀ọ̀kan	Pause per frame
Turkish Windows-1254	Turkish Windows-1254
Mú àwọn bọ́tìnì ìpamọ́ ṣiṣẹ́	Enable hide buttons
Hebrew MacHebrew	Hebrew MacHebrew
Ọ̀tọ̀ láti inú àtòjọ-ẹ̀yànìtasókè 's	Exception from popupmenu 's
kò sí orúkọ	No name
Pa pánẹ́ẹ̀lì yìí jẹ	Cannot create initial panel layout.
Dá iṣẹ́ tó kẹ́yìn padà sípò	Undo the last action
Ṣàfikún Àmì-ìwé.	Add Bookmark…
Ń ti Epiphany ní móòdù ojú kọ̀ǹpútà kíkún.	Locks Epiphany in fullscreen mode.
Má Pajẹ	Don't Delete
Baltic ISO-8859-4	Baltic ISO-8859-4
Wòye kóòdù orísun ojú-ìwé náà	View the source code of the page
Ń sọ ní pàtó iye àwọn písẹ́ẹ̀lì tó fojúhàn nígbà tí a fi páńẹ̀ẹlì náà pamọ́ sí igun kan.Bọ́tìnì yìí kàn wúlò tí bọ́tìnì ìpamọ́aládàáṣe bá jẹ́ òótọ́.	Specifies the number of pixels visible when the panel is automatically hidden into a corner.This key is only relevant if the autohide key is true.
Fi àwòrán pamọ́ s	Save image s
Fi gbogbo àwọn àkọlé hàn	Show all topics
Mú àwọn bọ́tìnì ìpamọ́ ṣiṣẹ́	Enable hide buttons
Tó bá jẹ́ òótọ́,ìkádìí-aládàáṣe inú onísọ̀rọ̀gbèsì Rọ́ọnù Ìṣàmúlò-ètò wà nílẹ̀.	If true,autocompletion in the Run Application dialog is made available.
Pa àmì-ìwé tàbí àkọlé tí a yàn jẹ	Delete the selected bookmark or topic
Àtòjọ-ẹ̀yàn agbé-ọ̀pọ̀-ìròyìn-jáde	Multimedia menu
Tẹ bọ́tìnì yìí láti rọ́ọ̀nù ìṣàmúlò-ètò tí a yàn tàbí àṣẹ inúààyè wúnrẹ̀n àmúwọlé àṣẹ.	Click this button to run the selected application or the command in the command entry field.
Fi àwọn bọ́tìnì ìpamọ́ hàn	Show hide buttons
Ti táàbù yìí	Close this tab
Persian MacFarsi	Persian MacFarsi
Ápúlẹ́ẹ̀tì tó ní ìṣàlàyé pánẹ́ẹ̀lì nínú	Specify file containing saved configuration
Orúkọ ẹja	Name of fish
Fi lẹ́tà kọ̀ǹpútà ránṣẹ́ sí àdírẹ̀sì s	Send an email message to s
Fi ààyè-iṣẹ́ lọ́wọ́lọ́wọ́ nìkan hàn	Show only the current workspace
Igbéwọlé Kùnà	Import Failed
Pa àmì-ìwé tàbí àkọlé tí a yàn jẹ	Delete the selected bookmark or topic
Àwọn ìkúndùn aládàáni	Personal preferences
Pa dúrọ́wà yìí je	Delete this drawer
Kò lè darapọ̀ mọ́ sáfà	Could not connect to server
Àkóónú Wẹ́ẹ̀bù	Web options
Orúkọ ẹja náà	The fish's name
Pánẹ́ẹ̀lì Ìléfòó Òkè	Top Floating Panel
Irúfẹ́ ẹ̀yìn	Background type
Àwọn àmì-ìwé Epiphany	Epiphany bookmarks
Pa ìtàn ìwáròyìn rẹ rẹ́	Clear your browsing history
Wá ìṣẹ̀lẹ̀ ìwádìí fọ́nrán tókàn	Find next occurrence of the search string
Mú ìkádìí-aládàáṣe nínú onísọ̀rọ̀gbèsì Rọ́ọ̀nù Ìṣàmúlò-ètò ṣiṣẹ́	Enable autocompletion in Run Application dialog
Àwọn fáìlì agbègbè	Local files
Ṣí líǹkì ìtàn tí a yàn nínú táàbù tuntun	Open the selected history link in a new tab
Central European Windows-1250	Central European Windows-1250
Ipà fódà tí a fẹ́ ṣàgbéwọlé àwọn fáìlì sí tàbíÀwọn àgbéwọlé láti lo fódà àwọn àgbéwọlé ìpéwọ̀n,tàbí Ojú-iṣẹ́ láti lo fódà ojú-iṣẹ́.	The path of the folder where to download files to or Downloads to use the default downloads folder,or Desktop to use the desktop folder.
