input	target
Are you sure you want to open all files	Ìkwèsị̀rị̀ ike na ịchọrọ imepe faịlụ niile ndị a
The selection rectangle	Nhọrọ rektangụl
Browse and run installed applications	Enwetaghị usoroiheomume dabaranụ̄
Download Link	Bubata ụzọ njikọ
Count number of items	Gụọ ọnụọgụgụ nke ihenhọrọ ndị ahụ
Central European IBM-852	Central European IBM-852
Epiphany bookmarks	Búùkmáàks Epiphany
Did not understand state s for element	Aghọtaghị ọnọdụ s maka elementị
Copy link's address s	Debata ngosi ebe nke ụzọ njikọ 's
Bookmark Link…	Ụzọ njikọ Buukmakị.
Panel size	Ụhara paneelụ
This is disabled due to security considerations.	Anapụrụ nke a ike n'ihi nnabata echiche nchekwa.
x value was d,d was expected	valiu x bụ d,d a chọrọ ya
Connect to Server s	Banye na sava s
Unable to open desktop file s for panel launcherss	Desktọọpụ faịlụ s ekweghị mmepe maka obubàtà paneelụss
The owner of the file.	Ónyénwē faịlụ ahụ.
Workspace 10	Wọ́kspéèsì 10
not set in etcpasswd and no value for HOME in environment	Achọtaghịnwu ihenlereanya keụlọ Ekpokọtaghị ya na dgzokwumbanye na nke na-abaghị uru maka ụlọ HOME
Coordinate expression has an operator s where an operand was expected	Nchịkọlata nkọwa nwere ọ̀pèrétọ̀ s ebe achọrọ ópērándị̀
Open Link	Mepee ụzọ njikọ
X Large	X LargeSize
Cookie Properties	Ngwaọrụ Kukiis
If this is set to true,icons linking to mounted volumes will be put on the desktop.	Ọ bụrụ na a haziri nke a na eziokwu,aịkọn na-abanye n'ụda ewelitere ewelite a ga-etinye ya na desktọ́ọ̀pụ̀.
s could not be found.Perhaps it has recently been deleted.	s achọtaghị ya.onwere ike bụrụ nà á kà hichapụrụ ya.
New Tab	Táàbụ̀ ọfụụ
Choose a language	Họrọ otu asụsụ
Web pages	Ngwaọrụ www
The action type this button represents.Possible values are lock,logout,run,search and screenshot.This key is only relevant if the objecttype key is action-applet.	Ụdị mmem bọtịnị a na-anọchi.Valiu ndị dị mmenwu bụ lock,logout,run,searchscreenshot.Kii a na-aba uru ma ọ bụrụ na kii objecttype bụ action-applet.
Move to Workspace Right	Kpụga na wọ́kspéèsì akanri
Cannot find file 's	Ndehie na-ewepụta ozi faịlụ 's' s
No with the name s has been defined	Enweghị ya na aha s akọwarala
Could not parse s as an integer	Enweghị ike ịtọsasị s dịka ịntiga
Choose the order of information to appear in the list view.	Họrọ iwu nhazi nke ozi ka ọpụta na ngosi ndesịta.
Property s on window 0xlx contained invalid UTF-8 for item d in the list	Ngwaọrụ s na windo 0xlx nwere UTF-8 na-enweghị isi maka ihenhọrọ d n'ime ihendesịta
Browse and run installed applications	Enwetaghị usoroiheomume dabaranụ̄
Show session management options	Proxy Onyenlekọta ogemmem
Central European MacCE	Central European MacCE
Open Location	Mepee ebe
If true,the panel is automatically hidden into a corner of the screen when the pointer leaves the panel area.Moving the pointer to that corner again will cause the panel to re-appear.	Ọ bụrụ na ọ bụ eziokwu,paneelụ ahụ ga-eji aka ya zóó onwe ya n'ime kọna nke inyogo ahụ mgbe pọịnta ahụ papụrụ mpaghara paneelụ.Ịkpụga pọịnta ahụ na kọna ahụ ọzọ ga eme ka paneelụ ahụ pụta-gharịa ọzọ.
Prepare the selected files to be moved with a Paste command	Kwado faịlụ ndị ahụ a họọrọ ka ejiri ntiiwu faịlụ mmapanye kpughaa ha
Did not understand value s for type of gradient	Aghotaghị uru ahụ s maka ụdị ḿmákọ́ ụcha
m-dy,-IM p	m-dy,-IM p
Specify session management ID	Zipụta aha oge mmem ka ebubata
Hindi MacDevanagari	Hindi MacDevanagari
If set to true,then Nautilus will have a feature allowing you to delete a file immediately and in-place,instead of moving it to the trash.This feature can be dangerous,so use caution.	Ọ bụrụ na a haziri ya na eziokwu,Nautilus ga-enwe iheọrụ ga-enyere gị ohere ihicha faịlụ ozugbo n'ebe,kama ịkpụga ya n'ebemkpofuozi.Iheọrụ a nwere ike i dị̄ egwu,ya bụ na ka i jiri nzere.
If true,a drawer will automatically be closed when the user clicks a launcher in it.	Ọ bụrụ na ọ bụ eziokwu,drọwa ga-eji aka ya mechie mgbe ojieme pịrị obubata n'ime ya.
Web Applications	Usoro ihe omume
Add to Drawer	Tinye na Drọwa
If true,then when unminimizing a window,move it to the current workspace.Otherwise,switch to the workspace of the window.	Ọ bụrụ na ọ bụ eziokwu,mgbe ị na-epewaga windo mpe,kpụga ya na wọkspeesi nọ mgbe ahụ.Kama,banye na wọkspeesi nke windo.
Share and transfer files	Ịkewapụta njikọ na faịlụ ndị ahụ
Speak again	Kwuo ọzọ
Open the contents of your desktop in a folder	Mepee desktọọpụ ahụ dịka nsomebe faịlụ
Paste the text stored on the clipboard	Mapanye ngwe echekwarala na bé òchékwáōzím̀gbèńtà
Computer icon visible on desktop	Aịkọn kọmputa ahụrụanya na desktọ́ọ̀pụ̀
Link target	Tágēètị̀ ụzọ njikọ
Specifies the number of milliseconds delay after the pointer enters the panel area before the panel is automatically re-shown.This key is only relevant if the autohide key is true.	Na-ezipụta ọnụọgụgụ nke ogbugbu oge nke milisekọnds mgbe pọịnta banyere na mpaghara paneelụ tupuu paneelụ ejiri aka ya gosigharịa onwe ya.Kii a sọsọ bara uru ma ọ bụrụ na kii autohide bụ eziokwu.
Drag and drop this icon to create a link to this page	Dọọ ma tọgbọ aịkọn a ka o kewapụta ụzọ njikọ n'ihuakwụkwọ a
Delay in milliseconds for the auto raise option	Ogbugbu oge na milisekọndụ ndị ahụ maka ihenhọrọ nwelite nkeonwe
Window s sets an MWM hint indicating it isn't resizable,but sets min size d x d and max size d x d this doesn't make much sense.	Windo s haziri hịntị MWM na-egosi ya ọ dịghị mmegharị ụhara,ma hazie nwebilata ụhara d x d nakwa nbawanye ụhara d x d nke a ewepụtaghị ezi echiche.
If set to true,then Nautilus lets you edit and display file permissions in a more unix-like way,accessing some more esoteric options.	Ọ bụrụ na a haziri ya na eziokwu,Nautilus ga-enyere gị aka idezi ụfọdụ ihenhọrọ ésòtéríìkì nke faịlụ na dayalọ́ọ̀gụ̀ nkarachọ faịlụ.
Size of disk cache,in MB.	Ụhara nke diski ébéńchékwáózīọ́sị́sọ́,na MB.
Fleur De Lis	Fleur De Lis
s the Fish,a contemporary oracle	s azụ ahụ,áfá keugbua
Default session	Gbuo oge mmem
Show windows from current workspace	Gosi windo site na wọkspeesi no mgbe ahụ
Abort Downloads	Mbudata ndị ahụ
Detect media in the selected drive	Wepụ ụda ahụ a họọrọ
Move or copy files previously selected by a Cut or Copy command into this folder	Kpụgha mọọbụ debata faịlụ ndị a họrọburu site n'ihicha faịlụ mọọbụ debata faịlụ ntiiwu n'ime nsomebefaịlụ a họọrọ
Element is not allowed inside a draw operation element	Anabataghị elementị n'ime drọ́ọ̀ usoroomumeihe elementị
View or modify the properties of this folder	Gosi mọọbụ megharịa ngwaọrụ ihenhọrọ nke a họọrọ nke ọbụla
To open non-local files copy them to a local folder and then drop them again.The local files you dropped have already been opened.	N'imepe faịlụ na-abụghị keụlọ debaa ha na nsomebefaịlụ keụlọ ma tọ̀gbọ́ ha ọzọ.Emepeláàrị́ị̀ faịlụ keụlọ ahụ ịtọgbọrọ.
Connect to Server	Banye na sava
You cannot move a folder into itself.	Igaghị akpụganwu nsomebefaịlụ n'ime onwe ya.
Icon View	Ngosi aịkọn
Coordinate expression has operator c following operator c with no operand in between	Nchịkọlata nkọwa nwere ọ̀pèrétọ̀ c na-eso ọ̀pèrétọ̀ c ya na onweghị ópērándị̀ n'etiti
Notification Area	Mpaghara ebe ọmụmaọkwa
s cannot open s because s cannot access files at s locations.	s emepenwughị́ị̀ s maka s abanyenwughị na faịlụ ndị ahụ s n'ebe.
GNOME's focus on usability and accessibility,regular release cycle,and strong corporate backing make it unique among Free Software desktops.	GNOME na-aka agbado ụkwụ na njieme na ikembanye,saịkụlụ nke a na-ahapụ mgbe ọbụla,nakwa nkwado mmekọrịta siri ike nke mere ka ọ kwụpụ iche n'etiti Free Softwịa desktop ndị ọzọ.
Western IBM-850	Western IBM-850
Top Expanded Edge Panel	Paneelụ elu abawanyere abawanye
Button aspect ratio g is not reasonable	Bọtịn aspektị reshio g abụghị nke echere n'echiche
Camera Brand	Ụdị kamera
Could not rename emblem with name 's'.	Abagharịnwughị aha akara ya na aha 's'.
Failed to load applet s	Ndebata inyogo dàrà àdà s
Baltic Windows-1257	Baltic Windows-1257
Disables loading of content from unsafe protocols.Safe protocols are http and https.	Nkwụsị ọrụ n'ịbubata ndịna site ọ̀nséèf protokọ́ọ̀lụ̰̀.Séèf protokọ́ọ̀lụ̀ bụ http na https.
The owner of the file.	Ónyénwē faịlụ ahụ.
Copy email address s	Debata ngosi ebe imeelụ 's
Show the date	Gosi ụbọchị
The item could not be renamed.	Abagharịnwughị aha ihenhọrọ ahụ.
Cyrillic IBM-855	Cyrillic IBM-855
Date Format	Nhazi ụbọchị
Cyrillic IBM-855	Cyrillic IBM-855
Window List Preferences	Nkarachọ Ndesịta Windo
The currently selected fonts language	Asụsụ ihumkpụrụedemede a họrọla ọfụụ
Network Servers	Sava ikukumgbasaozi
Build Date	Ụbọchị ọrụrụ
Other Type…	Ụdị Blu
You are not the owner,so you cannot change these permissions.	Ọ bụghị gị nwà nwé,ya bụ na ịgaghị agbanwe ikike a.
Sound Files	Faịlụ ụda ndị ahụ
Click this button to browse for a file whose name to append to the command string.	Pịa bọtịnị a ka ịchọgharịa maka nke aha ya gbakwunyere n'iwu ahịrị ahụ.
Show Notes	Gosi s
name s used a second time	aha s e jiri nke ugboro abụọ
Start the selected volume	Welite ụda ahụ a họọrọ
Baltic Windows-1257	Baltic Windows-1257
Toggle the display of hidden files in the current window	Tọ́gụ̀lụ̀ọ́ ngosi nke faịlụ ndị ezoro ezo na windo ọfụụ
Redo the last undone action	Weghachị mgbanwe ngwe nke ikpeazụReset to DefaultsShow hidden files
Delete this panel	Hichaa paneelụ a
Start the selected drive	Welite ụda ahụ a họọrọ
Change Desktop Background	Gbanwe okpuru desktọ́ọ̀pụ̀
Cut the selection	Wepụ ihenhọrọ ahụ
Load the given session file	Debata faịlụ seshiọn enyere
Clearing the browsing history will cause all history links to be permanently deleted.	Nwepụ nchọgharị agụgụala ga-eme ka ụzọ njikọ agụgụala hicha kpam kpam.
Panel autohide delay	Ogbugbu oge ozuzo nkeonwe nke paneelụ
Frame style already has a piece at position s	Ọdịdị fréèmù ènwéláàrị́ị̀ píìsì n'ebe s
You should have received a copy of the GNU General Public License along with Nautilus if not,write to the Free Software Foundation,Inc.,51 Franklin Street,Fifth Floor,Boston,MA 02110-1301 USA	Í kààrà inata ihendesịta nke GNU Ikike zurugbezurugbe ya na Nautilus ma ọbụghị ya,dèéré ndị Free Software Foundation akwụkwọ,Inc.,59 Temple place,Suite 330,Boston,MA 02111-1307 USA
Clear All	Họrọ Ha niile
Decides when to group windows from the same application on the window list.Possible values are never,auto and always.	Kpebie mgbe ị ga-ekewasị windo site n'otu usoroiheomume ahụ ná ndesịta windo ahụ.uru dị mmenwu bụ never,auto na always.
position expression test returned FALSE but didn't set error	Nnwale ebe nkọwa weghachitara ASỊ mana ahazighị ndehie
No frame style set for window type s in theme s,add a element	Enweghị ọdịdị fréèmù ekpokọrọ maka ụdị windo s n'isiokwu s,tinye elementị
Move window to workspace 7	Kpụga windo na 7wọ́kspēèsì
Unknown element s	Elementị a na-amaghị s
Close tab	Mechie táàbụ̀
Error while copying to B.	Ndehie mgbe a na-edebata na s.
Show list of known applications	Gosi ndesịta usoroiheomume ndị ama
g milliseconds to draw one window frame	g milisekọndụ ga-àdọ́ otu windo fréèmù
Exposure Time	Oge mkpughe
Text File	Ngosi ngwe
Use own colors	Jiri ụcha nke gị
Cookie Properties	Ngwaọrụ Kukiis
Read and write	Megharịa ndezi
All Day	Ụbọchị niile
Coordinate expression doesn't seem to have any operators or operands	Nchịkọlata nkọwa adịghị ka onwere ọ̀pèrétọ̀ mọọbụ ópērándị̀ ndị ahụ
Close Document	Mechie Dọkumentị
The Squeaky Rubber GNOME	Ụda rọba nke Gnome
Empty Trash	Ghewe ebemkpfuozi oghe
Zoom Out	Zúùmù pụta
nd copy	nd ndebata
This is disabled due to security considerations.	Anapụrụ nke a ike n'ihi nnabata echiche nchekwa.
Error was expected but none given	A chọrọ ndehie mana enyeghị ya
position expression test returned TRUE but set error	Nnwale ebe nkọwa weghachitara EZIOKWU ma hazipụta ndehie
Hide window	Megharịa ụhara windo
Application is not responding.	Windo ahụ s anaghị ezighachi.
CyrillicUkrainian KOI8-U	CyrillicUkrainian KOI8-U
Move to Workspace Up	Kpụga na wọ́kspéèsì elu
Clear History	Wepụ Agụgụala
Run Application	Bido Usoroiheomume
Work Offline	Ọrụ pụrụ n'eririikukumgbasaozi
Untitled Folder	Nsomebefaịlụ na-enweghị isiokwu
Vietnamese Windows-1258	Vietnamese Windows-1258
There was an error copying the file into F.	Enwere ndehie ná mbubata usoroiheomume ahụ.
Move window one monitor to the left	Kpụga windo n'otu wọ́kspēèsì n'akaekpe
Add new.	Tinye nke ọfụụ.
Error rewinding file 's' s	Ndehie na-eweghachi faịlụ 's' s
Xinerama monitor where the panel is displayed	Inyogo Xinerama ebe egosiri paneelụ ahụ
Add Startup Program	Tinye mbido program
Application Launcher.	Obubata usoroiheomume.
Hide Panel	Zòó paneelụ
This key specifies the filename of the pixmap which will be used for the animation displayed in the fish applet relative to the pixmap directory.	Kii a na-ezipụta ahafaịlụ nke pixmap nke a ga-eji maka ngosipụta anịmeshiọn n'ime apleetị azụ yītụ́wárá ihenlereanya pixmap.
Did not understand state s in color specification	Aghọtaghị ọnọdụ s na nzipụta ụcha
The permissions of s could not be determined.	Ikike ahụ nke s agaghị atachịtere ya obi.
Web Website	Web saịts
Work Offline	Ọrụ pụrụ n'eririikukumgbasaozi
Including drawops s here would create a circular reference	Itinye drawops s ebe a ga-ekewapụta gburugburu nrụaka
d x d	d x d
Deleting files	Ihicha faịlụ ndị ahụ2 minutes
b d	b d
If set to true,then Nautilus will have a feature allowing you to delete a file immediately and in-place,instead of moving it to the trash.This feature can be dangerous,so use caution.	Ọ bụrụ na a haziri ya na eziokwu,Nautilus ga-enwe iheọrụ ga-enyere gị ohere ihicha faịlụ ozugbo n'ebe,kama ịkpụga ya n'ebemkpofuozi.Iheọrụ a nwere ike i dị̄ egwu,ya bụ na ka i jiri nzere.
Lock Screen	Kpọchie Inyogo
Images over this size in bytes won't be thumbnailed.The purpose of this setting is to avoid thumbnailing large images that may take a long time to load or use lots of memory.	Inyogo n'ụhara a na baịtị agaghị a bụ tọ́mbnéèlụ̀.Ebumnuche nhazi a bụ ka ezere inyogo ndị buru ibu nke tọ́mbnéèlụ̀ nke nwere ike igbu oge n'idebata mọọbụ jiri ebenchekwaozi dị ichiiche.
